"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-24","5.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","14.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-25","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-26","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-27","5.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","13.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-29","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-30","10.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","13.3",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-01","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","13.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-02","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-03","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","15.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-04","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","15.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","11.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-06","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","12.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-07","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-08","5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","14.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-09","14.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","10.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-10","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-11","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-12","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","11.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-13","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","11.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-14","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-15","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","11.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-17","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","17.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-18","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","19.4",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-19","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-20","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","16.7",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-21","28.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-22","7.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","8.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-23","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-24","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","8.3",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-25","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","6.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-26","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-27","35.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-29","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-30","14.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","12.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-31","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-01","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-02","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","12.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-03","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","13.9",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-04","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-06","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-07","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-08","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-09","1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","9.4",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-10","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-11","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-12","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-13","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-14","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","7.8",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-15","46.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","8.3",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-17","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-18","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-19","6.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-20","7.9",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"5.6",",,W","1.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-21","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-23","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","1.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-24","0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","3.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-25","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","7.2",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-26","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-27","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-29","55.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","10.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-30","18.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","10.0",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-01","1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-02","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-03","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-04","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","3.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-05","4.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","3.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-06","8.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","2.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-07","2.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-08","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.2",",,W","1.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-09","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"3.9",",,W","-1.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-10","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"1.7",",,W","-2.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-11","0.8",",,W,2400","10.0",",,W,2400","0.0",",,W,2400",,,"1.7",",,W","-2.1",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-12","12.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","1.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-13","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","1.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-14","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"5.6",",,W","1.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-15","0.0",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"1.1",",,W","-7.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-16","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"-2.7",",,W","-8.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-17","18.5",",,W,2400","71.0",",,W,2400","50.0",",,W,2400",,,"3.9",",,W","-4.3",",,W",,,"    1",",,W",,,,,,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-18","1.0",",,W,2400","0.0",",,W,2400","30.0",",,W,2400",,,"14.4",",,W","-0.5",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-19","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"-0.5",",,W","-4.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-20","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"0.6",",,W","-6.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-21","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"4.4",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-22","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-23","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","3.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-24","11.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","3.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-25","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","2.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-26","0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-27","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","4.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-28","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"4.4",",,W","1.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-29","9.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-30","0.3",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"4.4",",,W","0.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-31","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.7",",,W","-0.5",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-01","0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","4.4",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-02","5.3",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"5.0",",,W","2.8",",,W",,,"    1",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-03","14.7",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"6.1",",,W","3.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-04","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","1.1",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-05","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"1.1",",,W","-2.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-06","1.3",",,W,2400","30.0",",,W,2400","30.0",",,W,2400",,,"0.6",",,W","-3.8",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-07","8.1",",,W,2400","130.0",",,W,2400","0.0","T,,W,2400",,,"-3.2",",,W","-6.6",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-08","0.0",",,W,2400","0.0",",,W,2400","100.0",",,W,2400",,,"-3.8",",,W","-8.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-09","0.0",",,W,2400","0.0",",,W,2400","80.0",",,W,2400",,,"-4.9",",,W","-9.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-10","0.0",",,W,2400","0.0",",,W,2400","80.0",",,W,2400",,,"7.8",",,W","-6.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-11","13.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","5.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-12","1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","8.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-13","0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","0.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-14","3.0",",,W,2400","15.0",",,W,2400","0.0",",,W,2400",,,"1.1",",,W","-2.1",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-15","0.0",",,W,2400","0.0",",,W,2400","30.0",",,W,2400",,,"3.3",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2017-01-16","0.0",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400",,,"6.1",",,W","-1.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
