"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-06","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"11.1",",,W","1.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-07","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"12.8",",,W","4.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-08","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.8",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-09","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-10","12.4",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","12.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-11","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"15.6",",,W","8.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-12","16.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"8.3",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-13","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"14.4",",,W","5.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-14","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.9",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"15.0",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.2",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-17","0.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-18","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"15.0",",,W","10.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-19","1.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","12.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-20","1.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"15.6",",,W","6.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-21","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"12.8",",,W","2.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"12.8",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-23","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"11.7",",,W","5.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","6.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-25","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.9",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-26","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"19.4",",,W","10.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-27","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-28","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-29","1.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"13.9",",,W","11.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-04-30","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.0",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-01","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","8.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-02","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.2",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-03","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.9",",,W","9.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.8",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-06","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","7.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-07","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","11.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-08","76.7",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.2",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-09","12.7",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.0",",,W","12.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-10","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-11","27.7",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-12","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-13","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"14.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-14","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"16.1",",,W","5.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","11.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.1",",,W","16.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-17","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.2",",,W","14.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-18","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.3",",,W","13.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-19","15.2",",,W,2400","0.0",",,W,","0.0",",,W,",,,"15.0",",,W","12.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-20","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.1",",,W","14.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-21","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","20.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-23","46.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-24","7.6",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.3",",,W","7.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-25","3.6",",,W,2400","0.0",",,W,","0.0",",,W,",,,"12.2",",,W","7.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-26","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"18.9",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-27","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.8",",,W","10.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-28","13.2",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.0",",,W","13.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-29","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","14.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-30","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32.2",",,W","22.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-05-31","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32.2",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-01","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32.2",",,W","22.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-02","21.6",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","20.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-03","22.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","18.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.9",",,W","13.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"23.3",",,W","14.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-06","3.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-07","105.7",",,W,2400","0.0",",,W,","0.0",",,W,",,,"17.2",",,W","15.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-08","12.2",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.0",",,W","13.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-09","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","17.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-10","35.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"21.1",",,W","16.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-11","2.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","17.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-12","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"24.4",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-13","32.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.6",",,W","12.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-14","9.7",",,W,2400","0.0",",,W,","0.0",",,W,",,,"22.2",",,W","11.7",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-17","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.9",",,W","20.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-18","5.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.9",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-19","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.0",",,W","15.0",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-20","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","16.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-21","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-22","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.9",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-23","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","21.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"33.3",",,W","23.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-25","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"32.8",",,W","22.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-26","1.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","23.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-27","6.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","22.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-28","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","22.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-29","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","21.7",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-06-30","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","22.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-01","21.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.0",",,W","22.2",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-02","2.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","22.2",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-03","13.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","22.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.6",",,W","23.9",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32.2",",,W","24.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-06","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"33.3",",,W","25.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-07","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"33.3",",,W","25.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-08","5.6",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.7",",,W","22.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-09","5.8",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.1",",,W","23.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-10","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-11","0.0","T,,W,2400","0.0",",,W,","0.0",",,W,",,,"28.9",",,W","24.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-12","6.4",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.0",",,W","20.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-13","1.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.2",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-14","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"32.2",",,W","23.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-15","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"34.4",",,W","25.6",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-16","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"34.4",",,W","25.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-17","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"36.1",",,W","26.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-18","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"36.7",",,W","27.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-19","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"35.6",",,W","28.3",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-20","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"33.9",",,W","27.2",",,W",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-21","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"31.7",",,W","24.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-22","1.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-23","7.9",",,W,2400","0.0",",,W,","0.0",",,W,",,,"30.6",",,W","22.8",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-24","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","20.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-25","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"20.0",",,W","17.8",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-26","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","18.3",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-27","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"27.8",",,W","21.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-28","6.1",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","21.1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-29","0.3",",,W,2400","0.0",",,W,","0.0",",,W,",,,"29.4",",,W","20.6",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-30","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-07-31","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","19.4",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-01","16.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"24.4",",,W","18.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-02","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"28.3",",,W","19.4",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-03","1.5",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","20.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-04","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"26.7",",,W","18.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2013-08-05","0.0",",,W,2400","0.0",",,W,","0.0",",,W,",,,"25.6",",,W","16.7",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
